"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-57582","Y","GMG290070"
"-57583","N/A",""
"-57649","N/A",""
"-57644","Y",""
"-57645","N/A",""
"-57646","N/A",""
"-57647","N/A",""
"-57648","Y","GMG290077, Outfall #023"
"-57658","Y",""
"-57659","N/A",""
"-57660","N/A",""
"-57661","N/A",""
"-57662","Y","GMG290110-472"
"-58788","Y",""
"-58676","N/A",""
"-58677","N/A",""
"-58678","Y","GMG290056"
"-58679","Y",""
"-58694","Y",""
"-58695","Y","No hydrocarbon based drilling fluids are planned."
"-58696","N/A",""
"-58697","N/A",""
"-58698","Y","NPDES Permit #GM 290000"
"-68903","N/A",""
"-68936","Y","GMG 290157"
"-68937","N/A",""
"-68938","Y","Minimum 1000 sacks barite and 200 gel."
"-68939","N/A",""
"-68940","N/A",""
"-68912","Y",""
"-68913","N/A",""
"-68914","N/A",""
"-68915","N/A",""
"-68916","Y","NPDES GMG290327"
"-68917","Y","Using a Platform rig, wells will be SI for any heavy lifts over the well bay."
"-68932","Y",""
"-68933","N/A",""
"-68934","N/A",""
"-68935","N/A",""
"-66561","N/A",""
"-66616","Y",""
"-66617","N/A",""
"-66618","N/A",""
"-66619","N/A",""
"-66620","Y","GMG290041

Outfall # 044A & 044T"
"-66621","N/A",""
"-66636","Y","Minimum Mud Quantities:
1000 sxs Barite and 200 sxs Gel"
"-66637","N/A",""
"-66638","N/A",""
"-66639","N/A",""
"-66640","Y","GMG 290269/ Outfall No. 015
Drilling mud which meets EPA criteria will be discharged overboard."
"-66641","N/A",""
"-67036","Y",""
"-67037","Y",""
"-67038","N/A",""
"-67039","N/A",""
"-67040","Y","290147"
"-67041","N/A",""
"-67076","Y","1000 sxs barite, 200 sxs gel"
"-61177","Y",""
"-56464","Y","See Mud Program"
"-56465","Y",""
"-56466","N/A",""
"-56467","N/A",""
"-56468","Y","GMG290208"
"-56469","N/A",""
"-59585","N/A",""
"-60380","Y",""
"-60381","Y","No hydrocarbon based drilling fluids are planned."
"-60382","Y",""
"-60383","N/A",""
"-60384","Y","GMG 290103"
"-60385","N/A",""
"-55068","Y",""
"-55069","N/A",""
"-55070","N/A",""
"-55071","N/A",""
"-55072","Y","GMG290110-472"
"-55073","N/A",""
"-55328","Y",""
"-55329","Y",""
"-55330","Y",""
"-55331","N/A",""
"-55332","Y","Outfall No. 015A"
"-55333","Y",""
"-55420","Y",""
"-55421","N/A",""
"-55422","N/A",""
"-55423","N/A",""
"-55424","Y","GMG 460769"
"-55425","N/A",""
"-55448","Y",""
"-55449","N/A",""
"-55450","N/A",""
"-55451","N/A",""
"-55452","Y","GMG290073"
"-55453","Y",""
"-55091","N/A",""
"-55092","Y","GMG290330 Outfall No. 003."
"-55093","N/A",""
"-55294","Y","275 sxs of barite and 200 sxs of gel will be maintained on the rig during drilling operations.  See Attachment ""Barite SackCalculations."""
"-56067","N/A",""
"-56068","N/A",""
"-56069","N/A",""
"-56070","Y","NPDES GMG290327"
"-55028","Y",""
"-55029","N/A",""
"-55030","N/A",""
"-55031","N/A",""
"-55032","Y","The EPA NOI was filed on April 17, 2007 for coverage under EOG's NPDES Permit # GMG290046"
"-55033","N/A",""
"-55048","Y",""
"-55049","Y",""
"-55050","N/A",""
"-55051","N/A",""
"-55052","Y","Outfall No. 235A"
"-55053","Y",""
"-55880","Y",""
"-55881","N",""
"-55882","Y",""
"-55883","N/A",""
"-55884","Y","290000"
"-55885","N/A",""
"-55927","Y",""
"-55928","N/A",""
"-55929","N/A",""
"-55930","Y","GMG290330 Outfall No. 003."
"-55931","N/A",""
"-83549","Y",""
"-58699","N/A","Rig has already skidded to slot.
Waiver attached."
"-58700","Y",""
"-58701","N/A",""
"-58702","N/A",""
"-58703","N/A",""
"-58704","Y","GMG290124"
"-58705","Y",""
"-58706","Y",""
"-58707","N/A",""
"-58708","N/A",""
"-58709","N/A",""
"-58710","Y","GMG 290180"
"-58711","N/A",""
"-58728","Y",""
"-58729","N/A",""
"-58730","Y",""
"-58731","N/A",""
"-58732","Y","GMG290315"
"-58733","N/A",""
"-58748","Y",""
"-58749","Y",""
"-58750","N/A",""
"-58751","N/A",""
"-58650","Y","GMG290089"
"-58651","N/A",""
"-58828","Y",""
"-58829","Y",""
"-58830","Y",""
"-58831","N/A",""
"-58832","Y","GMG29000"
"-58833","N/A",""
"-59068","Y",""
"-59069","N/A",""
"-59070","N/A",""
"-59071","N/A",""
"-59072","Y","GMG290110"
"-59073","N/A",""
"-58928","Y",""
"-67077","N/A",""
"-67078","N/A",""
"-67079","N/A",""
"-67080","Y","GMG 290166"
"-67081","Y",""
"-67162","Y",""
"-67163","N/A",""
"-67164","N/A",""
"-67165","N/A",""
"-67166","Y","GMG290304"
"-67167","N/A",""
"-68211","N/A",""
"-68212","Y","GMG290132"
"-68213","N","See attached approval for the departure from CFR 250.406(b).  All wells on ""L"" platform will be shut-in and the departure applies only to the wells on the bridge connected ""C"" platform."
"-68228","Y",""
"-68229","Y",""
"-68230","N/A",""
"-68231","N/A",""
"-68232","Y","290147"
"-68233","N/A",""
"-68248","Y",""
"-68249","N/A",""
"-68250","Y",""
"-68251","N/A",""
"-68252","Y","GMG 290103"
"-68253","N/A",""
"-68254","Y",""
"-68255","N/A",""
"-68256","N/A",""
"-68257","N/A",""
"-68258","Y","GMG 2900041"
"-68259","Y",""
"-68260","Y",""
"-68261","N/A",""
"-68262","Y",""
"-68263","N/A",""
"-68264","Y","GMG 290110, Outfall No. 580 B and 580 Y"
"-57501","N/A",""
"-57502","Y","OUTFALL NO. 143B"
"-57503","Y",""
"-59268","Y",""
"-59239","Y",""
"-59269","Y","No hydrocarbon based drilling fluids are planned."
"-59270","Y",""
"-59271","N/A",""
"-59272","Y","GMG 290103"
"-59273","N/A",""
"-59280","Y",""
"-59281","Y",""
"-59282","N/A",""
"-64436","Y",""
"-54988","Y",""
"-54989","N/A",""
"-54990","N/A",""
"-54991","N/A",""
"-54992","Y","GMG 290208"
"-54993","Y",""
"-55320","Y","Minimum Mud Quantities:
1000 sxs Barite and 200 sxs Gel"
"-55321","N/A",""
"-55322","N/A",""
"-55323","N/A",""
"-55324","Y","GMG290269
Outfall No. 014"
"-55325","N/A",""
"-55488","Y","1000 sxs barite, 200 sxs gel"
"-55489","Y","All cuttings and mud containing oil will be shipped to shore for disposal."
"-55490","N/A",""
"-55491","N/A",""
"-55492","Y","GMG 290175"
"-55493","N/A",""
"-55528","Y",""
"-55529","N",""
"-55530","Y",""
"-55531","N/A",""
"-55532","Y","EPA Outfall 283A Permit GMG 290058
KMG also has OSFR coverage for this block"
"-55926","Y","A minimum of 1000 sxs Barite and 200 sxs gel will be maintained on MODU during drilling operations."
"-83550","Y",""
"-83551","N/A",""
"-83552","Y","OUTFALL NO. 496A"
"-83553","N/A",""
"-83548","Y",""
"-83568","Y",""
"-55094","Y","1000 sacks barite
200 sacks gel"
"-55095","Y",""
"-55096","N/A",""
"-55097","N/A",""
"-55098","Y","GMG290059"
"-55099","N/A",""
"-55108","Y",""
"-55109","N/A",""
"-55110","Y",""
"-55111","N/A",""
"-55112","Y","GMG290110, Outfall Number 815"
"-55113","N/A",""
"-55114","Y","1000 sxs of Barite; 200 sxs of gel"
"-55115","N/A",""
"-55116","N/A",""
"-55117","N/A",""
"-55118","Y","EPA's NPDES General General Permit No. GMG290278"
"-55119","Y",""
"-66756","Y",""
"-66757","Y",""
"-66758","N/A",""
"-66759","N/A",""
"-66760","Y","GMG290319"
"-66761","Y",""
"-55168","Y","1000 sxs Barite, 200 sxs gel"
"-55169","Y",""
"-55170","N/A",""
"-55171","N/A",""
"-55172","Y","GMG 290201"
"-58929","N/A",""
"-58930","N/A",""
"-58931","N/A",""
"-58932","Y","GMG290124"
"-58933","N/A",""
"-59008","Y","See mud program"
"-59009","N/A",""
"-59010","N/A",""
"-59011","N/A",""
"-59012","Y","GMG290208"
"-59013","N/A",""
"-59128","Y",""
"-59129","N/A",""
"-59130","Y",""
"-59131","N/A",""
"-59132","Y","GMG 290180"
"-59133","N/A",""
"-59168","Y","Minimum Quantities:  200 sxs gel, 1000 sxs Barite"
"-59169","N/A",""
"-59170","N/A",""
"-59171","N/A",""
"-59172","Y","GMG290157"
"-59173","N/A",""
"-57794","Y","All drilling mud and cuttings will be discharged in compliance with the NPDES Permit No. GMG 2900079.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process. Outfall Numbers for EC 316 are 041A & 41T"
"-57795","N/A",""
"-62065","N/A",""
"-62066","Y","GMG 290156"
"-62067","N/A",""
"-62082","Y",""
"-62083","Y",""
"-62084","Y",""
"-58511","N/A",""
"-58512","N/A",""
"-58513","N/A",""
"-58514","Y","GMG 290250, Outfall No. 044"
"-58515","N/A",""
"-68265","N/A",""
"-68268","Y",""
"-68269","N/A",""
"-68270","N/A",""
"-68271","N/A",""
"-68272","N/A",""
"-68273","N/A",""
"-68279","N/A",""
"-62236","Y",""
"-62237","N/A",""
"-62238","Y",""
"-62239","N/A",""
"-62240","Y","GMG290180
Outfall #075"
"-62241","N/A",""
"-68475","Y",""
"-68476","N/A",""
"-68477","N/A",""
"-68478","Y","Pending approval."
"-68479","N/A",""
"-68793","Y",""
"-62268","Y",""
"-62269","N/A",""
"-62270","N/A",""
"-62271","N/A",""
"-62272","Y","GMG 290185"
"-62273","Y",""
"-68468","Y","200 SACKS GEL
1000 SACKS BARITE"
"-68469","Y",""
"-68470","Y",""
"-68471","N/A",""
"-68472","Y","GMG 29000"
"-68473","N/A",""
"-68474","Y","Minumum of 1000 sacks barite and 200 sacks gel."
"-68828","Y",""
"-68829","Y",""
"-68830","N/A",""
"-68831","N/A",""
"-57439","N",""
"-57440","N/A",""
"-57441","N/A",""
"-57442","Y","290000 Outfall 771A includes SBM"
"-57443","N/A",""
"-57458","Y","Min. Mud Quantities: 1000 sxs barite & 200 sxs gel. 	                        "
"-55600","Y",""
"-55601","Y",""
"-55602","N/A",""
"-55603","N/A",""
"-55604","Y","GMG 290029"
"-55605","N/A",""
"-57459","Y",""
"-57438","Y",""
"-57418","Y","742 sxs of barite and 200 sxs of gel will be on the rig during drilling operations. See Supplemental Attachment ""EI 183 
A-06 Barite Sxs Calculations"" for details."
"-57419","N/A",""
"-57420","N/A",""
"-57421","N/A",""
"-57422","Y","All drilling mud and cuttings will be discharged in compliance with the NPDES Permit No. GMG 290000.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process. Outfall Numbers and authority to discharge per NPDES Permit No. GMG 290000 at the surface location, EI 184 A platform for the EI 183 A6 well have been requested from EPA. See Attachment ?EPA Filing? for details."
"-57423","Y",""
"-54934","Y","Minimum Mud Quantities:
1000 sxs Barite and 200 sxs Gel"
"-54935","N/A",""
"-54936","N/A",""
"-54937","N/A",""
"-54938","Y","Permit No. GMG290269
Outfall No. 023"
"-54939","N/A",""
"-64437","Y",""
"-64438","N/A",""
"-64439","N/A",""
"-64440","Y","GMG2900000 - See attached Notice of Intent for NPDES Coverage. "
"-64441","N/A","Exploratory well"
"-57498","Y",""
"-57499","Y",""
"-57500","Y",""
"-55173","N/A",""
"-55188","Y","1000 sacks barite
200 sacks gel"
"-55189","Y",""
"-55190","N/A",""
"-55191","N/A",""
"-55192","Y","GMG290059"
"-55193","N/A",""
"-55208","Y",""
"-55008","Y",""
"-55009","N/A",""
"-55010","N/A",""
"-55011","N/A",""
"-55012","Y","GMG290297"
"-55013","N/A",""
"-55494","Y",""
"-55495","Y","No hydrocarbon based drilling fluids are planned."
"-55496","Y",""
"-55497","N/A",""
"-55498","Y","GMG 290103"
"-55499","N/A",""
"-55893","N/A",""
"-55894","N/A",""
"-55895","N/A",""
"-55896","Y","GMG 290002"
"-55897","Y",""
"-56167","N/A",""
"-56168","N/A",""
"-56169","N/A",""
"-56170","Y","GMG290077; Outfall No. 023"
"-56171","N/A",""
"-56266","Y",""
"-55940","Y","1000 sxs Barite, 200 sxs gel"
"-55941","Y",""
"-55942","N/A",""
"-55943","N/A",""
"-55944","Y","GMG 290201"
"-55945","N/A",""
"-58574","Y","A minimum of 1000 sxs of Barite and 200 sxs gel will be maintained on the Rig during drilling operations."
"-58490","Y",""
"-58491","Y",""
"-58492","N/A",""
"-58493","N/A",""
"-58494","Y","GMG2900000 - See attached Notice of Intent for NPDES Coverage. "
"-58495","N/A","Exploratory well"
"-58510","Y",""
"-58575","N/A",""
"-58576","N/A",""
"-58577","Y","See attached log strip."
"-58578","Y","GMG290296/Outfall No. 003"
"-58579","Y",""
"-58628","Y",""
"-58629","N/A",""
"-58630","Y",""
"-58631","N/A",""
"-58632","Y","GMG 290180"
"-58633","N/A",""
"-62062","Y","Minimum mud quantities and mud material to be on board:
SACKS BARITE - 1000
SACKS GEL - 200"
"-62063","Y",""
"-62064","N/A",""
"-57663","N/A",""
"-62085","N/A",""
"-62086","Y","GMG 290180"
"-62087","N/A",""
"-62088","Y",""
"-62089","N/A",""
"-62090","Y",""
"-57718","Y",""
"-57719","Y",""
"-57720","Y",""
"-57721","N/A",""
"-57722","Y","GMG 290006 - 386 A/T/S
approved for synthetics"
"-57723","N/A",""
"-59561","N/A",""
"-68832","Y","GMG 290180"
"-68833","N/A",""
"-68855","Y",""
"-68856","N/A",""
"-68857","N/A",""
"-68858","Y","GMG290003"
"-68859","N/A",""
"-68854","Y","1000 sxs barite, 200 sxs gel"
"-61676","Y","Min. Mud Quantities: 1000 sxs barite & 200 sxs gel."
"-61677","Y",""
"-61678","N/A",""
"-61679","N/A",""
"-61680","Y","GMG 290279: Outfall No. Pending

Zone Protection Statement:  All hydrocarbon bearing zones will be cased and/or isolated with cement.

Mud Disposal Statement:  Drilling mud which meets EPA criteria will be returned to a mud company or disposed of at the well sight by discharging from the rig into the Gulf.					
All mud which meets EPA criteria will be caught and hauled to shore for disposal to an approved disposal sight.
"
"-61681","N/A",""
"-63242","Y",""
"-63243","N",""
"-63244","Y",""
"-63245","N/A",""
"-63246","Y","GMG 290006  Has synthetic coverage."
"-63247","N/A",""
"-63716","Y",""
"-63717","N/A",""
"-63718","Y",""
"-63719","N/A",""
"-63720","Y","GMG 290110, Outfall No. 580 B and 580 Y"
"-63721","N/A",""
"-63756","Y","Minimum of 1000 sacks barite and 200 sacks gel."
"-63757","Y",""
"-63758","N/A",""
"-55533","N/A",""
"-55669","N/A",""
"-55670","N/A",""
"-55671","N/A",""
"-55672","Y","GMG290157"
"-55673","N/A",""
"-55668","Y","Minimum Quantities:  200 sxs gel, 1000 sxs Barite"
"-56032","Y",""
"-55334","Y",""
"-55335","N/A",""
"-55336","N/A",""
"-55337","N/A",""
"-55338","Y","GMG290073"
"-55339","Y",""
"-55348","Y",""
"-55349","N/A",""
"-55350","Y",""
"-55351","N/A",""
"-55352","Y","GMG 290110, Outfall #649 A,T,S"
"-55353","N/A",""
"-55414","Y","1000 sacks barite
100 sacks gel"
"-55415","N/A",""
"-55416","N/A",""
"-55417","N/A",""
"-55418","Y","GMG290328"
"-55419","Y",""
"-55500","Y",""
"-55501","N/A",""
"-55502","Y",""
"-55503","N/A",""
"-55504","Y","GMG290315"
"-55505","N/A",""
"-55508","Y",""
"-55509","N/A",""
"-55510","N/A",""
"-55511","N/A",""
"-55512","Y","GMG290089"
"-56166","Y",""
"-56267","N/A",""
"-56268","N/A",""
"-56269","N/A",""
"-56270","Y","GMG290000"
"-56271","Y",""
"-56286","Y",""
"-56287","N/A",""
"-56288","N/A",""
"-55468","Y",""
"-55469","Y","No hydrocarbon based drilling fluids are planned."
"-55470","Y",""
"-55471","N/A",""
"-55472","Y","GMG 290103"
"-55473","N/A",""
"-55386","Y","Minimum Mud Quantities:
1000 sxs Barite and 200 sxs Gel"
"-55387","N/A",""
"-55388","N/A",""
"-55389","N/A",""
"-55390","N/A","GMG No. 290269
Outfall No. 014"
"-55391","N/A",""
"-55534","Y",""
"-55535","Y","No hydrocarbon based drilling fluids are planned."
"-55536","Y",""
"-55537","N/A",""
"-55538","Y","GMG 290103"
"-55539","N/A",""
"-56071","Y","Using a Platform rig, wells will be SI for any heavy lifts over the well bay."
"-56893","Y",""
"-56894","N/A",""
"-56895","N/A",""
"-56896","Y","Permit No. GMG 290165"
"-56346","Y",""
"-56347","Y",""
"-56348","N/A",""
"-56349","N/A",""
"-56350","Y","NPDES GMG290096
OUTFALL NO. 435A/T/S"
"-59562","Y",""
"-59563","N/A",""
"-58994","Y",""
"-58995","Y",""
"-58996","Y",""
"-58997","N/A",""
"-58998","Y","GMG 290005 386 A/T/S approved for synthetics."
"-58999","N/A",""
"-59560","Y",""
"-59564","Y","GMG290184"
"-59565","N/A",""
"-62091","N/A",""
"-58752","Y","GMG290163"
"-58753","N/A",""
"-58878","Y","GMG 290000; Individual permit # assignment pending from EPA"
"-58879","N/A",""
"-59288","Y",""
"-59289","Y",""
"-59290","N/A",""
"-59291","N/A",""
"-59292","Y","NPDES General Permit GMG290096
Outfall No. 241"
"-59293","N/A",""
"-58961","Y",""
"-58962","N/A",""
"-58963","N/A",""
"-58964","Y","GMG290132"
"-63759","N/A",""
"-63760","Y","Permit No. GMG 290165"
"-63761","N/A",""
"-66016","Y",""
"-66017","Y",""
"-66018","Y",""
"-66019","N/A",""
"-66020","Y","Outfall No. 444A"
"-63148","Y","1000 sxs barite, 200 sxs gel"
"-63149","N/A",""
"-63150","N/A",""
"-63151","N/A",""
"-63152","Y","GMG 290157"
"-63153","N/A",""
"-63662","Y","1000 sxs barite, 200 gel"
"-63663","N/A",""
"-63664","N/A",""
"-63665","N/A",""
"-63666","Y","GMG 290024"
"-63667","N/A",""
"-67216","Y",""
"-67217","N",""
"-67218","Y",""
"-67219","N/A",""
"-67220","Y","GMG290006"
"-67221","N/A",""
"-67337","N/A",""
"-67338","N/A",""
"-67339","N/A",""
"-67340","Y","GMG290073"
"-67341","Y",""
"-67336","Y",""
"-67416","Y",""
"-67417","Y","No hydrocarbon based drilling fluids are planned."
"-67418","Y",""
"-67419","N/A",""
"-67420","Y","GMG 290103"
"-55513","N/A",""
"-55548","Y","1000 sacks barite
100 sacks gel"
"-55549","N/A",""
"-55550","N/A",""
"-55551","N/A",""
"-55552","Y","GMG290328"
"-55553","Y",""
"-56386","Y","200 sxs gel
1000 sxs barite"
"-56387","N/A",""
"-54629","Y",""
"-54630","N/A",""
"-54631","N/A",""
"-54632","Y","GMG290056"
"-54608","Y",""
"-54609","Y",""
"-54610","N/A",""
"-54611","N/A",""
"-54612","Y","GMG 290126"
"-54613","N/A",""
"-54628","Y",""
"-54633","Y",""
"-54928","Y","1000 sacks barite/200 sacks gel will be maintained at the location while drilling the conductor and surface holes - 1000 sacks barite will be maintained at the location while drilling below the surface casing"
"-54929","N/A",""
"-54930","N/A",""
"-54931","N/A",""
"-54932","Y","GMG290156"
"-54933","N/A",""
"-54838","Y","267 sxs of barite and 200 sxs of gel will be maintained on the rig during drilling operations.  See Attachment ""Barite Sack."
"-54839","N/A",""
"-54840","N/A",""
"-54841","N/A",""
"-54842","Y","All drilling mud and cuttings will be discharged in compliance with the NPDES Permit No. GMG 290079.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process.  EPA outfall discharge numbers for ST 86, Lease OCS-00605 are 72A, & 72T."
"-54843","Y",""
"-55760","Y",""
"-55761","N",""
"-56351","N/A",""
"-56406","Y",""
"-56407","N/A",""
"-56408","N/A",""
"-56409","N/A",""
"-56410","Y","GMG290073"
"-56411","Y",""
"-56892","Y","Minimum of 1000 sacks barite and 200 sacks gel."
"-57724","Y",""
"-57725","Y",""
"-57726","N/A",""
"-56020","Y",""
"-56021","N/A",""
